age,gender,income,education_level,marital_status,mental_health_condition,savings_amount,employment_status,family_size,debt_amount,physical_activity_level,credit_score,sleep_quality,risk_tolerance,insurance_coverage,social_support_network,stress_level,access_to_healthcare,financial_goals,resilience_score,calculated_risk_score,calculated_resilience_score,net_risk_score,risk_category,risk_resilience_ratio,debt_to_income_ratio
47,1,21830.54,1,2,3,88264.83,1,7,128507.03,3,409,0,0,0,0,5,0,4,10,87,32,55,High Risk,2.64,5.89
41,0,229565.94,2,0,0,19635.78,3,4,215654.75,3,828,3,2,0,2,6,0,4,61,62,90,-28,Low Risk,0.68,0.94
68,0,156892.97,2,2,1,53273.75,2,7,51403.11,2,399,1,2,0,0,5,1,0,97,61,64,-3,Medium Risk,0.94,0.33
56,1,81019.43,2,0,2,161127.62,0,7,134584.42,1,527,3,1,0,0,3,1,0,66,80,39,41,High Risk,2.0,1.66
46,0,46850.27,1,2,2,227389.59,2,9,156014.01,3,730,0,0,1,2,0,0,0,33,70,56,14,Medium Risk,1.23,3.33
21,0,163450.84,4,1,3,190465.84,2,1,209131.68,2,317,1,0,0,2,7,1,2,35,93,60,33,High Risk,1.52,1.28
64,1,100749.76,3,1,0,79867.04,2,3,121271.93,0,504,3,2,1,9,8,0,1,70,42,69,-27,Low Risk,0.6,1.2
49,0,15021.77,2,3,1,239518.23,2,3,109730.67,2,335,0,1,0,10,7,0,1,19,75,62,13,Medium Risk,1.19,7.3
60,0,133480.53,2,2,3,215913.72,2,2,16197.32,1,752,1,1,0,9,2,1,4,7,31,92,-61,Low Risk,0.33,0.12
75,0,194912.55,2,1,3,213556.36,2,6,61661.26,1,698,1,1,0,10,10,1,2,14,42,88,-46,Low Risk,0.47,0.32
81,1,174110.01,2,3,3,140937.22,2,8,217144.31,3,790,2,0,0,8,8,1,0,71,52,95,-43,Low Risk,0.54,1.25
61,0,81817.84,4,1,1,29372.11,3,2,133537.17,3,702,1,0,0,0,5,0,0,65,51,59,-8,Medium Risk,0.85,1.63
45,1,231253.36,4,0,3,144871.39,3,9,145727.24,0,502,2,0,1,6,7,0,0,10,63,65,-2,Medium Risk,0.95,0.63
42,1,223719.43,2,0,2,69169.61,0,5,178142.91,0,849,0,2,1,3,2,1,1,41,67,78,-11,Low Risk,0.85,0.8
18,0,38299.06,2,3,0,30172.65,1,5,3021.62,0,347,1,1,0,3,7,1,1,81,64,41,23,High Risk,1.52,0.08
76,1,17310.71,2,2,3,143918.88,2,2,115971.03,3,649,0,2,1,4,10,1,0,5,48,60,-12,Low Risk,0.79,6.7
19,1,145648.43,3,1,2,109011.5,1,2,183243.5,2,765,0,0,1,4,6,1,0,85,63,66,-3,Medium Risk,0.94,1.26
55,1,48027.15,4,2,3,38517.14,1,10,118132.68,1,481,2,2,0,4,4,1,2,38,78,48,30,High Risk,1.59,2.46
46,1,65192.62,4,2,0,15545.54,1,7,105572.15,0,452,1,0,0,10,6,0,0,18,75,39,36,High Risk,1.88,1.62
30,1,180195.1,3,2,0,38184.48,3,2,2906.91,2,599,0,1,0,6,2,1,0,99,43,59,-16,Low Risk,0.72,0.02
21,0,106264.51,4,0,0,42728.5,2,2,107749.27,0,834,3,2,0,2,4,1,0,79,52,75,-23,Low Risk,0.68,1.01
57,7,36634.8,2,3,0,22831.25,1,2,240496.45,2,619,0,1,0,4,0,0,3,66,72,47,25,High Risk,1.5,6.56
64,4,118749.59,4,3,1,202589.5,0,3,43299.05,2,748,1,0,1,10,2,1,0,65,46,85,-39,Low Risk,0.53,0.36
23,1,156775.38,3,3,0,157697.83,1,7,245365.31,1,754,1,2,0,0,6,1,2,13,69,79,-10,Low Risk,0.86,1.57
47,1,193531.2,3,2,0,51545.99,0,3,243006.77,2,520,1,1,0,9,8,0,3,96,97,57,40,High Risk,1.67,1.26
68,1,235162.76,3,0,1,99262.77,0,3,160414.72,2,600,0,1,1,2,0,0,1,42,78,63,15,Medium Risk,1.22,0.68
43,0,188872.02,2,2,0,120670.13,0,7,191129.68,2,375,3,1,1,0,8,1,0,84,93,52,41,High Risk,1.75,1.01
82,0,84699.92,2,3,3,220069.28,1,3,2846.83,3,383,0,1,1,6,4,1,4,86,48,75,-27,Low Risk,0.63,0.03
63,1,12100.07,4,0,2,116878.9,0,1,142933.26,3,541,2,2,1,2,0,0,2,27,81,49,32,High Risk,1.62,11.81
29,0,231352.62,2,2,3,89682.88,0,7,87040.43,2,534,3,2,1,1,7,1,0,66,83,58,25,High Risk,1.41,0.38
21,0,89531.0,4,3,1,63305.35,1,9,34888.95,2,462,2,2,1,8,2,0,3,68,64,67,-3,Medium Risk,0.94,0.39
73,0,192326.91,4,1,3,147529.24,1,2,46694.64,0,772,2,2,0,3,10,1,3,48,40,89,-49,Low Risk,0.44,0.24
29,0,116528.78,2,2,2,136444.62,0,1,91045.77,0,779,1,0,0,8,7,0,1,60,86,62,24,High Risk,1.37,0.78
19,0,244913.53,1,2,3,20078.54,0,5,176937.85,2,823,0,1,0,6,4,1,2,61,93,70,23,High Risk,1.31,0.72
79,0,143782.25,2,3,2,247831.36,1,6,11373.86,1,819,1,0,0,1,8,0,1,100,50,89,-39,Low Risk,0.56,0.08
28,0,10393.19,2,2,2,74750.74,2,3,48431.48,3,551,2,2,1,1,4,0,2,59,52,48,4,Medium Risk,1.06,4.66
63,3,66116.55,3,2,3,5900.79,1,8,56116.57,0,583,0,0,0,7,10,0,4,95,92,40,52,High Risk,2.24,0.85
52,1,171566.99,2,3,3,93046.54,2,8,48924.47,0,450,3,0,0,5,7,1,2,35,42,72,-30,Low Risk,0.58,0.29
82,0,150925.45,4,2,0,30266.24,3,1,93656.56,3,669,1,0,0,4,9,1,1,73,46,74,-28,Low Risk,0.61,0.62
49,0,69494.93,2,1,2,175851.62,1,6,1978.91,2,374,2,1,0,4,1,0,4,98,64,58,6,Medium Risk,1.08,0.03
48,1,3147.02,3,0,3,115095.57,1,5,206459.06,1,329,2,2,1,2,6,0,4,89,89,47,42,High Risk,1.85,65.58
45,1,164946.6,2,1,3,43017.21,1,9,193854.99,0,720,3,2,0,8,4,0,2,75,71,73,-2,Medium Risk,0.96,1.18
59,1,249937.99,2,2,3,163018.99,2,8,143215.49,0,316,1,0,1,5,0,1,1,60,61,70,-9,Medium Risk,0.86,0.57
75,7,16371.69,2,3,3,248848.05,3,6,138843.87,3,398,2,2,0,4,6,1,4,27,64,67,-3,Medium Risk,0.94,8.48
81,2,200390.97,3,2,2,119289.95,1,9,58723.07,0,349,3,1,1,8,0,0,1,5,78,78,0,Medium Risk,0.99,0.29
49,1,183875.14,4,2,0,58393.61,1,1,64719.28,0,766,3,2,0,2,5,0,1,28,56,84,-28,Low Risk,0.66,0.35
53,1,201766.21,4,0,3,129847.9,2,10,40362.57,3,328,1,0,0,6,0,0,0,72,58,78,-20,Low Risk,0.73,0.2
26,1,220707.19,2,3,3,59355.39,2,2,161904.85,1,532,0,0,1,7,8,0,2,82,67,63,4,Medium Risk,1.05,0.73
49,0,77489.43,2,1,2,188769.67,0,2,4061.52,1,321,1,2,1,10,9,1,1,99,69,57,12,Medium Risk,1.19,0.05
44,1,35317.57,2,1,0,222464.29,3,4,220887.64,0,398,0,0,1,9,2,1,1,54,54,51,3,Medium Risk,1.04,6.25
53,1,148520.4,3,3,2,8123.15,3,10,44320.83,3,340,1,0,1,8,0,1,2,66,33,74,-41,Low Risk,0.44,0.3
27,0,179373.8,4,2,1,246481.96,0,8,33556.03,1,420,0,0,0,9,5,0,0,88,98,59,39,High Risk,1.63,0.19
58,0,195632.78,4,1,0,57135.14,1,8,30818.18,0,671,1,1,1,7,3,1,3,13,32,82,-50,Low Risk,0.39,0.16
62,1,107701.19,1,0,0,122311.5,0,8,158467.69,1,748,1,1,1,1,6,0,1,68,77,57,20,Medium Risk,1.33,1.47
83,0,83855.54,3,2,2,134101.11,0,9,8030.18,0,437,3,1,1,6,4,0,0,98,75,55,20,Medium Risk,1.34,0.1
29,1,156323.59,1,1,3,247312.32,2,7,48201.49,1,463,1,2,1,7,2,1,2,94,34,73,-39,Low Risk,0.46,0.31
64,1,232909.95,4,0,1,155944.58,2,9,75010.39,3,779,2,2,0,4,5,1,0,99,40,100,-60,Low Risk,0.4,0.32
29,0,194669.37,2,3,2,63249.57,2,5,160745.94,1,344,3,1,1,6,1,1,0,88,62,69,-7,Medium Risk,0.89,0.83
70,1,71470.03,2,0,3,30194.9,1,4,96625.82,0,796,3,0,0,4,7,1,2,19,46,64,-18,Low Risk,0.71,1.35
26,0,215516.36,2,3,0,222441.32,0,5,82295.28,2,305,2,0,0,7,10,1,1,20,83,69,14,Medium Risk,1.19,0.38
76,1,228560.38,2,3,0,15365.15,0,3,190619.39,2,535,2,0,0,1,0,0,3,69,76,54,22,High Risk,1.38,0.83
20,0,140127.72,1,2,2,62161.6,2,2,161604.68,0,580,1,1,1,2,10,0,3,23,84,43,41,High Risk,1.91,1.15
23,0,139401.77,3,3,0,167478.03,3,2,67159.06,2,793,2,1,1,10,8,0,4,27,40,89,-49,Low Risk,0.44,0.48
82,0,221826.79,1,0,3,204270.65,2,7,141841.84,1,310,2,0,0,8,7,1,4,69,65,73,-8,Medium Risk,0.88,0.64
85,1,63146.67,2,2,1,164174.52,1,3,209704.45,3,723,0,0,1,2,7,1,0,3,68,63,5,Medium Risk,1.06,3.32
45,1,248875.6,3,1,1,42345.25,2,5,24441.13,2,727,0,2,1,8,4,0,0,45,26,88,-62,Low Risk,0.29,0.1
47,1,174260.48,1,1,2,203581.19,2,9,17401.9,0,798,1,1,0,9,8,1,0,30,37,86,-49,Low Risk,0.43,0.1
26,1,68195.42,2,3,0,206111.31,0,8,49136.44,1,321,2,0,0,4,6,1,4,56,71,47,24,High Risk,1.48,0.72
76,0,176286.93,3,2,0,136541.01,1,7,149377.83,1,780,3,2,0,8,9,1,1,75,55,93,-38,Low Risk,0.59,0.85
58,0,223383.22,2,2,1,235885.28,2,2,59566.82,2,549,1,2,0,2,6,0,4,78,65,76,-11,Low Risk,0.84,0.27
18,0,29870.49,2,2,0,228150.52,3,7,61306.07,2,415,2,2,0,9,1,0,2,54,66,55,11,Medium Risk,1.18,2.05
44,4,236171.84,4,0,0,172286.61,3,10,100460.26,2,693,0,0,1,6,8,0,4,100,64,83,-19,Low Risk,0.76,0.43
21,1,222230.29,2,3,3,173846.91,3,1,200842.28,2,692,1,0,1,4,3,1,1,100,58,77,-19,Low Risk,0.74,0.9
63,1,231602.27,4,2,3,237183.55,2,5,15173.25,3,397,2,0,1,3,1,0,2,0,44,85,-41,Low Risk,0.51,0.07
42,0,215255.88,4,1,0,81675.8,0,9,124413.49,0,786,3,1,0,5,2,0,2,48,72,82,-10,Low Risk,0.87,0.58
83,1,127585.67,1,3,2,183022.1,3,6,74001.41,1,672,2,0,1,1,6,0,0,27,36,66,-30,Low Risk,0.54,0.58
71,1,83962.88,1,3,1,77053.3,1,1,64109.35,0,790,0,0,0,1,6,1,1,4,53,58,-5,Medium Risk,0.9,0.76
51,1,75931.16,4,2,1,84280.35,0,5,93989.67,1,445,2,2,1,2,7,0,2,85,81,49,32,High Risk,1.62,1.24
65,1,39570.32,1,0,1,44834.17,3,8,230238.3,3,371,2,1,0,1,0,0,0,22,85,39,46,High Risk,2.12,5.82
21,1,53209.83,3,1,0,50811.8,3,8,35347.86,0,327,1,1,1,0,3,1,0,99,47,41,6,Medium Risk,1.12,0.66
42,0,235312.54,4,2,0,239097.57,0,3,110498.62,0,674,2,2,0,4,5,0,2,24,78,77,1,Medium Risk,1.0,0.47
51,0,142178.37,3,1,3,101120.1,3,9,156069.14,0,528,0,2,0,1,3,1,0,27,71,52,19,Medium Risk,1.34,1.1
65,6,78305.53,1,2,0,134862.4,2,5,80507.35,2,788,3,1,0,5,0,0,3,28,39,81,-42,Low Risk,0.48,1.03
21,0,56147.71,4,0,0,67287.53,1,10,74157.96,1,825,0,1,0,0,1,1,1,10,69,66,3,Medium Risk,1.03,1.32
40,1,117903.54,1,1,1,83344.98,3,3,15434.35,0,832,3,0,1,6,8,1,2,77,20,88,-68,Low Risk,0.22,0.13
54,0,134228.77,2,3,2,168880.39,2,4,195248.02,3,543,1,2,0,9,3,1,0,33,55,72,-17,Low Risk,0.75,1.45
76,1,226406.19,1,2,2,97549.85,3,5,100200.32,1,711,1,1,0,10,6,1,2,44,47,84,-37,Low Risk,0.55,0.44
49,1,145145.52,4,0,3,48842.88,0,5,174834.45,3,788,2,0,0,9,3,0,1,71,78,74,4,Medium Risk,1.04,1.2
73,0,134011.57,1,1,3,81445.38,2,2,25856.12,2,669,1,1,1,2,4,0,3,31,28,72,-44,Low Risk,0.38,0.19
79,0,74299.41,2,2,0,156909.84,1,5,20407.75,0,668,3,0,0,6,5,1,3,69,39,67,-28,Low Risk,0.57,0.27
41,1,207529.24,1,0,2,100571.94,2,10,153034.96,3,832,0,1,1,4,9,0,2,98,63,92,-29,Low Risk,0.68,0.74
69,0,15478.42,4,0,0,130319.92,1,8,88331.43,2,476,2,0,1,4,6,1,4,45,57,57,0,Medium Risk,0.98,5.71
37,1,247804.66,4,3,3,155925.31,3,3,131441.3,3,522,1,1,0,6,2,1,0,51,49,80,-31,Low Risk,0.6,0.53
38,0,1607.39,2,1,1,239281.16,1,3,204593.29,1,327,3,2,0,0,10,0,2,74,100,46,54,High Risk,2.13,127.2
77,0,209431.98,4,3,2,142036.99,2,7,53808.32,1,557,1,1,0,7,6,0,1,48,51,90,-39,Low Risk,0.56,0.26
76,1,125901.71,4,3,2,91390.14,0,2,77056.21,0,495,3,0,1,7,4,0,1,66,63,58,5,Medium Risk,1.07,0.61
79,1,144095.42,2,2,1,80474.98,2,1,215125.37,1,522,3,1,1,10,7,1,1,65,61,70,-9,Medium Risk,0.86,1.49
79,0,244543.06,4,3,0,44492.24,1,1,29181.93,0,681,1,1,0,5,2,0,0,8,41,77,-36,Low Risk,0.53,0.12
18,0,66427.92,1,1,3,133103.06,3,8,80885.05,3,754,2,2,1,4,3,0,0,59,49,68,-19,Low Risk,0.71,1.22
84,1,80313.75,1,2,1,123580.62,2,9,196907.01,3,393,2,2,0,5,7,1,4,58,77,63,14,Medium Risk,1.2,2.45
74,4,157235.55,4,3,0,88460.95,0,1,17626.74,2,751,3,1,1,9,6,1,1,30,41,100,-59,Low Risk,0.41,0.11
64,0,211642.86,3,0,2,93790.74,1,1,57528.06,1,312,3,0,1,7,9,0,0,14,76,63,13,Medium Risk,1.19,0.27
80,0,83987.05,2,0,1,231326.63,3,1,23389.65,3,628,3,0,0,1,4,1,0,72,40,62,-22,Low Risk,0.63,0.28
70,0,243175.21,1,0,0,68216.03,2,4,115207.92,1,628,1,1,0,7,4,1,3,56,39,74,-35,Low Risk,0.52,0.47
20,1,111361.13,1,2,2,127061.05,1,5,30832.12,1,446,0,0,0,7,5,1,2,5,72,48,24,High Risk,1.47,0.28
51,0,219266.63,2,3,0,36946.75,2,3,60589.62,1,494,3,0,0,7,10,0,1,46,52,77,-25,Low Risk,0.67,0.28
51,4,37023.76,4,0,2,31348.68,1,2,165387.72,2,402,0,2,0,9,3,1,3,93,84,49,35,High Risk,1.68,4.47
47,1,121939.91,3,1,0,23130.09,3,9,140885.79,1,747,2,0,0,6,6,0,3,26,50,70,-20,Low Risk,0.7,1.16
62,1,36776.95,3,1,3,182150.15,3,4,156805.17,1,422,0,1,1,2,6,0,0,96,64,44,20,Medium Risk,1.42,4.26
18,0,222988.14,4,3,0,114126.07,0,7,79774.03,3,616,2,0,1,3,6,1,4,4,62,78,-16,Low Risk,0.78,0.36
79,1,162733.02,4,1,0,195686.3,2,1,73257.82,1,470,0,0,1,2,5,1,2,13,36,71,-35,Low Risk,0.5,0.45
80,1,1492.1,2,3,3,12026.78,1,3,191551.87,0,642,1,2,1,5,9,0,3,15,59,49,10,Medium Risk,1.18,128.29
27,0,31920.0,1,2,1,105033.39,0,8,177214.2,2,823,3,1,0,3,4,1,4,60,92,61,31,High Risk,1.48,5.55
46,0,16286.39,3,2,3,130986.08,2,3,246414.09,3,312,1,2,1,5,5,0,3,94,76,58,18,Medium Risk,1.29,15.13
55,0,156272.44,2,3,2,249690.73,1,10,137834.2,2,701,0,0,1,6,8,1,4,63,58,85,-27,Low Risk,0.67,0.88
38,0,221393.25,1,0,2,27897.02,1,6,77497.93,0,342,1,0,0,8,9,0,2,41,84,55,29,High Risk,1.5,0.35
32,0,71962.65,4,0,0,167443.22,3,6,167741.57,0,701,3,1,1,9,8,1,2,50,49,81,-32,Low Risk,0.6,2.33
19,0,124767.28,3,1,3,96564.8,1,1,14663.47,0,720,3,0,0,7,2,1,0,54,55,64,-9,Medium Risk,0.85,0.12
80,1,18656.48,3,3,0,59467.1,1,8,84202.73,0,680,0,0,0,1,1,0,4,100,52,52,0,Medium Risk,0.98,4.51
54,5,100081.89,1,1,0,117781.63,1,10,221781.68,0,417,1,2,0,0,10,0,1,21,97,47,50,High Risk,2.02,2.22
40,0,83832.79,2,3,2,58841.64,1,6,156566.9,1,494,3,2,0,5,3,1,1,51,74,56,18,Medium Risk,1.3,1.87
43,1,100151.64,3,2,3,105157.49,3,1,134396.23,3,365,3,2,1,7,1,1,2,45,60,74,-14,Low Risk,0.8,1.34
60,1,62300.46,2,2,3,41974.99,1,3,235312.99,3,481,3,2,0,10,4,1,4,55,80,57,23,High Risk,1.38,3.78
54,0,118776.49,2,3,1,17908.28,0,6,59402.12,2,748,1,0,1,10,1,0,3,24,56,67,-11,Low Risk,0.82,0.5
66,0,180244.8,2,0,0,220378.13,2,6,121806.5,0,663,0,2,0,4,3,0,2,77,49,78,-29,Low Risk,0.62,0.68
57,0,16482.88,3,0,3,89361.05,1,2,191052.57,0,620,0,0,0,1,7,1,0,16,78,32,46,High Risk,2.36,11.59
67,1,120751.83,1,0,3,22227.51,2,1,21389.44,2,704,2,1,1,6,6,1,0,4,24,79,-55,Low Risk,0.3,0.18
41,1,195614.85,4,1,1,216233.32,1,4,245274.33,1,330,3,1,1,8,3,1,2,79,70,76,-6,Medium Risk,0.91,1.25
81,0,106850.89,2,0,3,120761.42,1,8,163956.66,1,746,3,1,0,6,0,0,2,81,75,77,-2,Medium Risk,0.96,1.53
28,0,3842.87,4,3,2,58714.74,0,8,104681.5,3,311,3,0,1,2,8,1,2,98,96,51,45,High Risk,1.85,27.23
39,0,136178.8,3,3,0,56519.51,1,7,247526.11,3,775,3,0,0,1,0,1,2,70,59,79,-20,Low Risk,0.74,1.82
75,1,116447.4,4,2,3,26074.33,0,10,48239.64,2,847,1,1,1,4,10,1,4,94,56,84,-28,Low Risk,0.66,0.41
78,0,97765.3,4,2,3,112603.97,0,1,161389.49,2,813,3,1,0,8,4,0,1,56,84,85,-1,Medium Risk,0.98,1.65
33,0,30830.29,2,3,3,213687.56,3,8,221897.26,0,395,2,1,1,5,3,0,1,17,76,53,23,High Risk,1.41,7.2
34,0,85495.98,3,2,1,204235.87,2,4,103542.71,1,818,2,0,0,10,8,0,0,62,67,80,-13,Low Risk,0.83,1.21
62,1,85461.67,2,3,3,4217.53,3,8,36143.29,1,415,1,0,0,2,2,0,2,57,48,47,1,Medium Risk,1.0,0.42
84,0,243670.08,4,0,2,16672.43,0,9,127063.61,2,812,0,0,1,5,0,1,4,6,69,86,-17,Low Risk,0.79,0.52
32,1,163043.74,4,0,1,98966.09,3,10,138905.92,3,569,3,0,0,6,4,1,0,0,67,64,3,Medium Risk,1.03,0.85
75,0,72342.99,3,3,1,46227.07,3,5,139716.7,2,829,3,1,0,7,2,1,4,54,36,92,-56,Low Risk,0.39,1.93
68,1,181635.65,3,0,0,246490.51,3,2,186414.31,0,511,3,1,0,5,0,1,2,86,46,70,-24,Low Risk,0.65,1.03
61,1,232285.86,4,0,2,200063.17,1,6,53130.51,1,379,0,0,0,1,3,0,1,4,78,67,11,Medium Risk,1.15,0.23
43,1,177921.22,3,3,2,188339.33,1,6,21172.75,1,489,0,1,1,1,7,1,3,45,53,71,-18,Low Risk,0.74,0.12
75,1,3549.35,3,2,3,200021.66,0,9,88460.56,1,499,2,0,1,6,5,1,1,92,73,51,22,High Risk,1.4,24.92
57,0,236599.85,1,3,3,38563.32,2,7,208383.09,0,679,2,0,0,3,4,0,1,6,60,71,-11,Low Risk,0.83,0.88
52,1,137317.35,1,2,1,205538.46,2,8,131068.2,2,810,2,1,1,3,8,1,3,93,48,91,-43,Low Risk,0.52,0.95
73,1,215059.9,1,1,0,210548.69,3,9,47609.53,2,696,3,0,1,0,2,1,1,64,18,86,-68,Low Risk,0.21,0.22
34,0,17822.27,2,2,0,225972.08,3,8,118454.49,0,765,3,0,0,4,3,1,1,52,54,66,-12,Low Risk,0.81,6.65
83,1,176998.16,1,2,0,107296.36,0,1,235429.12,0,550,3,0,0,7,6,1,4,63,87,51,36,High Risk,1.67,1.33
39,1,188648.31,1,3,1,123011.45,0,10,181230.83,3,611,0,1,1,8,2,1,3,57,71,70,1,Medium Risk,1.0,0.96
64,1,38781.12,4,3,2,160409.66,0,6,176104.79,0,315,3,1,0,0,8,0,2,88,100,49,51,High Risk,2.0,4.54
65,0,7899.61,4,0,0,84199.2,3,7,67380.0,3,812,1,1,0,0,10,0,2,64,43,79,-36,Low Risk,0.54,8.53
18,1,39865.04,3,0,3,120212.4,2,5,247566.9,1,372,0,0,0,10,8,1,0,57,93,43,50,High Risk,2.11,6.21
27,1,234347.04,3,3,1,47175.03,0,3,163484.52,1,316,2,0,0,2,8,0,4,61,100,53,47,High Risk,1.85,0.7
44,1,32989.69,3,2,3,120004.17,0,2,36473.41,3,608,3,2,0,2,9,0,1,47,78,51,27,High Risk,1.5,1.11
64,1,92589.24,4,3,3,52162.06,3,1,29655.68,0,414,3,1,1,1,0,1,1,15,34,67,-33,Low Risk,0.5,0.32
68,1,13306.06,1,0,3,103415.22,1,5,124549.74,2,777,3,0,0,2,0,0,2,69,59,64,-5,Medium Risk,0.91,9.36
47,0,47357.93,3,0,0,93131.95,0,1,4121.9,3,565,3,2,0,8,5,0,0,58,70,51,19,Medium Risk,1.35,0.09
75,0,138748.73,2,0,3,219915.4,3,4,17269.86,0,830,3,1,1,1,1,0,0,82,27,88,-61,Low Risk,0.3,0.12
18,1,222087.45,4,3,2,110417.85,1,5,221938.93,3,461,3,1,1,9,0,0,2,67,82,80,2,Medium Risk,1.01,1.0
35,0,143117.16,3,3,0,6288.24,1,9,165635.4,3,732,1,1,0,9,3,0,0,75,62,71,-9,Medium Risk,0.86,1.16
49,1,244536.16,4,3,3,50066.79,0,6,33700.04,2,805,3,0,1,10,7,1,2,99,42,100,-58,Low Risk,0.42,0.14
19,1,99342.77,2,0,3,138520.85,2,4,189920.29,1,817,1,2,1,9,5,0,1,70,54,81,-27,Low Risk,0.66,1.91
66,0,218081.85,2,3,3,23235.77,1,8,17710.32,3,330,3,0,0,0,6,1,1,88,64,72,-8,Medium Risk,0.88,0.08
66,1,165560.0,4,3,2,161948.66,0,10,38175.76,2,563,3,1,0,1,2,1,2,72,61,74,-13,Low Risk,0.81,0.23
69,0,198188.71,1,1,1,63619.07,3,7,194137.25,3,641,2,1,1,2,9,1,1,75,49,72,-23,Low Risk,0.67,0.98
55,1,230026.68,2,1,2,84007.71,0,4,67872.61,0,500,0,2,1,6,6,1,0,54,63,59,4,Medium Risk,1.05,0.3
25,1,12299.18,2,0,2,196429.22,1,9,81998.82,2,554,0,1,0,5,3,0,0,62,82,36,46,High Risk,2.22,6.67
64,1,168952.55,2,3,2,233059.47,1,6,31263.07,2,803,2,0,1,1,9,0,1,7,39,95,-56,Low Risk,0.41,0.19
78,0,76872.35,4,3,2,131670.82,1,9,216609.39,2,322,3,1,0,0,3,1,2,30,85,65,20,Medium Risk,1.29,2.82
43,1,242478.99,3,0,1,235238.54,3,9,12092.93,2,688,2,2,0,8,0,1,1,90,41,97,-56,Low Risk,0.42,0.05
38,0,74819.56,1,0,1,77036.98,3,9,160921.54,3,816,1,2,0,3,4,0,2,75,65,75,-10,Low Risk,0.86,2.15
42,1,47423.56,4,3,0,47031.81,3,9,73067.06,1,534,2,0,1,0,0,0,2,95,38,48,-10,Low Risk,0.78,1.54
23,1,147545.95,4,0,2,214660.43,3,10,73270.9,3,384,2,2,0,9,4,1,3,8,73,75,-2,Medium Risk,0.96,0.5
43,1,19281.27,2,0,2,125488.89,0,9,170856.37,3,407,3,0,1,4,4,1,0,22,87,41,46,High Risk,2.07,8.86
37,1,54727.82,1,3,1,157804.58,1,2,87233.42,0,551,2,2,0,10,4,1,1,10,54,53,1,Medium Risk,1.0,1.59
21,1,3217.95,2,2,3,92899.53,0,6,224732.47,0,668,3,2,1,4,10,0,0,6,100,39,61,High Risk,2.5,69.82
69,0,166330.06,3,2,0,27077.74,3,8,242777.94,0,654,2,1,0,0,9,1,4,4,71,68,3,Medium Risk,1.03,1.46
46,4,196892.84,3,1,3,120449.84,0,7,243365.96,1,708,1,0,1,3,7,0,0,53,84,59,25,High Risk,1.4,1.24
56,1,141142.01,3,2,0,175092.43,1,2,184878.04,1,485,0,1,0,8,2,1,3,19,71,58,13,Medium Risk,1.2,1.31
28,0,105955.19,4,0,1,202560.86,1,4,208410.44,3,632,0,0,1,5,2,0,4,31,80,63,17,Medium Risk,1.25,1.97
46,0,161547.66,1,2,3,78620.47,3,2,88877.01,1,814,1,2,0,9,10,0,2,60,55,86,-31,Low Risk,0.63,0.55
83,1,203007.56,2,2,3,117630.85,2,1,128149.16,2,464,1,0,0,3,5,0,4,78,66,66,0,Medium Risk,0.99,0.63
80,1,172856.23,2,1,2,183447.73,1,6,126091.0,2,574,1,1,0,1,4,0,1,16,66,58,8,Medium Risk,1.12,0.73
29,0,189346.55,3,3,0,50217.69,2,7,58144.53,1,416,1,0,1,3,5,0,0,4,44,62,-18,Low Risk,0.7,0.31
26,0,75192.61,1,0,1,45651.03,1,8,175954.85,2,354,2,0,1,5,2,1,3,38,87,41,46,High Risk,2.07,2.34
32,0,122952.89,2,0,0,233985.02,2,1,44207.61,3,786,1,1,1,4,4,0,0,80,29,81,-52,Low Risk,0.35,0.36
19,1,235595.7,3,1,3,194200.42,3,2,8352.8,1,544,3,2,1,8,4,1,1,80,35,83,-48,Low Risk,0.42,0.04
28,5,114350.85,1,1,0,42900.91,3,1,128584.5,3,573,3,1,1,1,9,0,4,1,66,48,18,Medium Risk,1.35,1.12
18,5,90256.5,1,3,0,13142.54,0,5,223216.09,3,685,3,1,1,1,8,1,3,48,90,51,39,High Risk,1.73,2.47
67,0,31959.19,3,0,0,20093.94,0,10,248703.67,3,716,3,2,1,10,8,1,0,41,77,66,11,Medium Risk,1.15,7.78
53,1,14845.51,2,0,0,249501.35,1,4,27071.25,1,541,0,1,0,3,7,0,2,9,54,43,11,Medium Risk,1.23,1.82
27,1,96403.47,2,0,0,124789.55,3,2,31561.35,0,477,0,1,0,2,1,0,4,0,54,48,6,Medium Risk,1.1,0.33
62,1,241496.75,3,0,1,46244.3,0,1,119361.67,2,550,0,1,0,9,3,0,0,63,90,54,36,High Risk,1.64,0.49
50,1,181102.45,3,2,3,6352.75,0,3,96163.75,3,601,3,2,0,0,8,0,3,18,83,61,22,High Risk,1.34,0.53
37,0,76253.43,2,1,1,144828.81,0,4,44677.14,1,740,3,0,0,1,5,1,4,87,58,56,2,Medium Risk,1.02,0.59
35,1,81406.98,2,1,3,163782.34,0,9,91580.94,1,397,0,1,1,9,4,1,4,49,78,49,29,High Risk,1.56,1.12
83,1,214000.16,4,3,3,191650.15,1,6,122514.56,0,750,3,0,0,2,10,1,0,64,55,90,-35,Low Risk,0.6,0.57
51,1,123066.24,4,0,1,136759.46,0,7,75684.07,1,416,1,0,0,1,1,0,4,84,83,48,35,High Risk,1.69,0.61
